Item Identifier,Item Type,Item Fat Content,Item Weight,Item Visibility,Outlet Identifier,Outlet Establishment Year,Outlet Size,Outlet Location Type,Outlet Type,Sales,Rating
FDD57,Fruits and Vegetables,Low Fat,18.1,0.022381,OUT013,2014,High,Tier 3,Supermarket Type1,93.61,4.0
FDD35,Starchy Foods,Low Fat,12.15,0.025843,OUT013,2014,High,Tier 3,Supermarket Type1,119.84,4.0
FDB60,Baking Goods,Low Fat,9.3,0.028498,OUT013,2014,High,Tier 3,Supermarket Type1,195.81,4.0
FDR60,Baking Goods,Low Fat,14.3,0.130307,OUT013,2014,High,Tier 3,Supermarket Type1,75.73,4.0
FDU59,Breads,Low Fat,5.78,0.096306,OUT013,2014,High,Tier 3,Supermarket Type1,161.96,4.0
FDP23,Breads,Low Fat,6.71,0.0,OUT013,2014,High,Tier 3,Supermarket Type1,218.92,4.0
FDU23,Breads,Low Fat,12.15,0.021705,OUT013,2014,High,Tier 3,Supermarket Type1,163.52,4.0
FDC39,Dairy,Low Fat,7.4,0.159063,OUT013,2014,High,Tier 3,Supermarket Type1,208.93,4.0
FDV50,Dairy,Low Fat,14.3,0.122469,OUT013,2014,High,Tier 3,Supermarket Type1,121.97,4.0
FDF52,Frozen Foods,Low Fat,9.3,0.066728,OUT013,2014,High,Tier 3,Supermarket Type1,181.63,4.0
FDL04,Frozen Foods,Low Fat,19.0,0.11183,OUT013,2014,High,Tier 3,Supermarket Type1,105.46,4.0
FDS55,Fruits and Vegetables,Low Fat,7.02,0.081097,OUT013,2014,High,Tier 3,Supermarket Type1,148.47,4.0
FDB20,Fruits and Vegetables,Low Fat,7.72,0.051937,OUT013,2014,High,Tier 3,Supermarket Type1,78.0,4.0
FDW08,Fruits and Vegetables,Low Fat,12.1,0.148258,OUT013,2014,High,Tier 3,Supermarket Type1,108.43,4.0
FDL56,Fruits and Vegetables,Low Fat,14.1,0.125676,OUT013,2014,High,Tier 3,Supermarket Type1,86.92,4.0
FDI20,Fruits and Vegetables,Low Fat,19.1,0.038532,OUT013,2014,High,Tier 3,Supermarket Type1,210.66,4.0
FDA44,Fruits and Vegetables,Low Fat,19.7,0.053178,OUT013,2014,High,Tier 3,Supermarket Type1,55.99,4.0
DRH11,Hard Drinks,Low Fat,5.98,0.075495,OUT013,2014,High,Tier 3,Supermarket Type1,55.36,4.0
DRI47,Hard Drinks,Low Fat,14.7,0.020903,OUT013,2014,High,Tier 3,Supermarket Type1,144.51,4.0
DRJ47,Hard Drinks,Low Fat,18.25,0.044213,OUT013,2014,High,Tier 3,Supermarket Type1,173.41,4.0
NCL53,Health and Hygiene,Low Fat,7.5,0.036205,OUT013,2014,High,Tier 3,Supermarket Type1,176.1,4.0
NCM17,Health and Hygiene,Low Fat,7.93,0.071077,OUT013,2014,High,Tier 3,Supermarket Type1,44.91,4.0
NCV53,Health and Hygiene,Low Fat,8.27,0.018798,OUT013,2014,High,Tier 3,Supermarket Type1,241.29,4.0
NCQ17,Health and Hygiene,Low Fat,10.3,0.0,OUT013,2014,High,Tier 3,Supermarket Type1,154.66,4.0
NCN17,Health and Hygiene,Low Fat,11.0,0.054893,OUT013,2014,High,Tier 3,Supermarket Type1,101.94,4.0
NCY17,Health and Hygiene,Low Fat,18.2,0.16296,OUT013,2014,High,Tier 3,Supermarket Type1,43.51,4.0
NCK06,Household,Low Fat,5.03,0.008639,OUT013,2014,High,Tier 3,Supermarket Type1,122.28,4.0
NCH18,Household,Low Fat,9.3,0.044624,OUT013,2014,High,Tier 3,Supermarket Type1,245.48,4.0
NCA18,Household,Low Fat,10.1,0.056031,OUT013,2014,High,Tier 3,Supermarket Type1,115.15,4.0
NCR06,Household,Low Fat,12.5,0.00676,OUT013,2014,High,Tier 3,Supermarket Type1,42.81,4.0
NCQ18,Household,Low Fat,15.75,0.13496,OUT013,2014,High,Tier 3,Supermarket Type1,101.37,4.0
NCU06,Household,Low Fat,17.6,0.074345,OUT013,2014,High,Tier 3,Supermarket Type1,230.9,4.0
NCR50,Household,Low Fat,20.2,0.01181,OUT013,2014,High,Tier 3,Supermarket Type1,154.63,4.0
FDH58,Snack Foods,Low Fat,12.3,0.036909,OUT013,2014,High,Tier 3,Supermarket Type1,115.98,4.0
FDR09,Snack Foods,Low Fat,18.25,0.07766,OUT013,2014,High,Tier 3,Supermarket Type1,260.3,4.0
DRE13,Soft Drinks,Low Fat,6.28,0.027682,OUT013,2014,High,Tier 3,Supermarket Type1,85.52,4.0
DRE60,Soft Drinks,Low Fat,9.4,0.159202,OUT013,2014,High,Tier 3,Supermarket Type1,226.07,4.0
DRH25,Soft Drinks,Low Fat,18.7,0.014581,OUT013,2014,High,Tier 3,Supermarket Type1,50.23,4.0
FDW60,Baking Goods,Regular,5.44,0.017048,OUT013,2014,High,Tier 3,Supermarket Type1,174.64,4.0
FDB12,Baking Goods,Regular,11.15,0.10522,OUT013,2014,High,Tier 3,Supermarket Type1,102.76,4.0
FDX11,Baking Goods,Regular,16.0,0.106663,OUT013,2014,High,Tier 3,Supermarket Type1,179.76,4.0
FDN23,Breads,Regular,6.58,0.075445,OUT013,2014,High,Tier 3,Supermarket Type1,146.04,4.0
FDT23,Breads,Regular,7.72,0.074669,OUT013,2014,High,Tier 3,Supermarket Type1,76.4,4.0
FDX49,Canned,Regular,4.62,0.101747,OUT013,2014,High,Tier 3,Supermarket Type1,231.33,4.0
FDZ37,Canned,Regular,8.1,0.0,OUT013,2014,High,Tier 3,Supermarket Type1,88.52,4.0
FDV37,Canned,Regular,13.0,0.083444,OUT013,2014,High,Tier 3,Supermarket Type1,195.84,4.0
FDZ25,Canned,Regular,15.7,0.027594,OUT013,2014,High,Tier 3,Supermarket Type1,171.18,4.0
FDC52,Dairy,Regular,11.15,0.008273,OUT013,2014,High,Tier 3,Supermarket Type1,150.47,4.0
FDV16,Frozen Foods,Regular,7.75,0.082862,OUT013,2014,High,Tier 3,Supermarket Type1,32.66,4.0
FDM04,Frozen Foods,Regular,9.2,0.047081,OUT013,2014,High,Tier 3,Supermarket Type1,51.17,4.0
FDS04,Frozen Foods,Regular,10.2,0.146541,OUT013,2014,High,Tier 3,Supermarket Type1,141.78,4.0
FDZ16,Frozen Foods,Regular,16.85,0.159723,OUT013,2014,High,Tier 3,Supermarket Type1,194.15,4.0
FDC33,Fruits and Vegetables,Regular,8.96,0.068881,OUT013,2014,High,Tier 3,Supermarket Type1,195.38,4.0
FDW31,Fruits and Vegetables,Regular,11.35,0.043122,OUT013,2014,High,Tier 3,Supermarket Type1,197.97,4.0
FDW55,Fruits and Vegetables,Regular,12.6,0.021952,OUT013,2014,High,Tier 3,Supermarket Type1,250.91,4.0
FDJ20,Fruits and Vegetables,Regular,20.7,0.100092,OUT013,2014,High,Tier 3,Supermarket Type1,125.54,4.0
FDP03,Meat,Regular,5.15,0.061126,OUT013,2014,High,Tier 3,Supermarket Type1,122.54,4.0
FDH46,Snack Foods,Regular,6.94,0.041248,OUT013,2014,High,Tier 3,Supermarket Type1,101.83,4.0
FDM58,Snack Foods,Regular,16.85,0.079624,OUT013,2014,High,Tier 3,Supermarket Type1,111.65,4.0
DRC36,Soft Drinks,Regular,13.0,0.0,OUT013,2014,High,Tier 3,Supermarket Type1,173.61,4.0
DRA24,Soft Drinks,Regular,19.35,0.039895,OUT013,2014,High,Tier 3,Supermarket Type1,162.49,4.0
FDH47,Starchy Foods,Regular,13.5,0.128709,OUT013,2014,High,Tier 3,Supermarket Type1,96.11,4.0
FDV47,Breads,Low Fat,17.1,0.054162,OUT013,2014,High,Tier 3,Supermarket Type1,85.36,4.0
FDE35,Starchy Foods,Regular,7.06,0.043864,OUT013,2014,High,Tier 3,Supermarket Type1,59.59,4.0
FDN01,Breakfast,Low Fat,8.9,0.072694,OUT018,2022,Medium,Tier 3,Supermarket Type2,175.94,4.0
NCD31,Household,Low Fat,12.1,0.015497,OUT018,2022,Medium,Tier 3,Supermarket Type2,165.55,4.0
DRE37,Soft Drinks,Low Fat,13.5,0.094603,OUT018,2022,Medium,Tier 3,Supermarket Type2,187.09,4.0
FDB60,Baking Goods,Low Fat,9.3,0.028638,OUT018,2022,Medium,Tier 3,Supermarket Type2,195.81,4.0
FDW48,Baking Goods,Low Fat,18.0,0.008576,OUT018,2022,Medium,Tier 3,Supermarket Type2,80.26,4.0
FDT59,Breads,Low Fat,13.65,0.015976,OUT018,2022,Medium,Tier 3,Supermarket Type2,230.27,4.0
FDS01,Canned,Low Fat,11.6,0.017817,OUT018,2022,Medium,Tier 3,Supermarket Type2,177.07,4.0
FDG26,Canned,Low Fat,18.85,0.042824,OUT018,2022,Medium,Tier 3,Supermarket Type2,254.43,4.0
FDQ14,Dairy,Low Fat,9.27,0.062039,OUT018,2022,Medium,Tier 3,Supermarket Type2,148.0,4.0
FDV50,Dairy,Low Fat,14.3,0.123071,OUT018,2022,Medium,Tier 3,Supermarket Type2,121.17,4.0
DRF51,Dairy,Low Fat,15.75,0.166514,OUT018,2022,Medium,Tier 3,Supermarket Type2,38.05,4.0
FDB52,Dairy,Low Fat,17.75,0.03056,OUT018,2022,Medium,Tier 3,Supermarket Type2,257.47,4.0
FDX28,Frozen Foods,Low Fat,6.32,0.125688,OUT018,2022,Medium,Tier 3,Supermarket Type2,100.9,4.0
FDK40,Frozen Foods,Low Fat,7.04,0.021938,OUT018,2022,Medium,Tier 3,Supermarket Type2,264.69,4.0
FDU40,Frozen Foods,Low Fat,20.85,0.037556,OUT018,2022,Medium,Tier 3,Supermarket Type2,195.35,4.0
FDX43,Fruits and Vegetables,Low Fat,5.66,0.085622,OUT018,2022,Medium,Tier 3,Supermarket Type2,167.25,4.0
FDY31,Fruits and Vegetables,Low Fat,5.98,0.04374,OUT018,2022,Medium,Tier 3,Supermarket Type2,145.34,4.0
FDV07,Fruits and Vegetables,Low Fat,9.5,0.03141,OUT018,2022,Medium,Tier 3,Supermarket Type2,110.32,4.0
FDU08,Fruits and Vegetables,Low Fat,10.3,0.027427,OUT018,2022,Medium,Tier 3,Supermarket Type2,97.3,4.0
FDC20,Fruits and Vegetables,Low Fat,10.65,0.024069,OUT018,2022,Medium,Tier 3,Supermarket Type2,56.23,4.0
FDH57,Fruits and Vegetables,Low Fat,10.9,0.035893,OUT018,2022,Medium,Tier 3,Supermarket Type2,131.33,4.0
FDX08,Fruits and Vegetables,Low Fat,12.85,0.022696,OUT018,2022,Medium,Tier 3,Supermarket Type2,179.93,4.0
FDY43,Fruits and Vegetables,Low Fat,14.85,0.098803,OUT018,2022,Medium,Tier 3,Supermarket Type2,169.75,4.0
FDL44,Fruits and Vegetables,Low Fat,18.25,0.012325,OUT018,2022,Medium,Tier 3,Supermarket Type2,162.89,4.0
FDP20,Fruits and Vegetables,Low Fat,19.85,0.045855,OUT018,2022,Medium,Tier 3,Supermarket Type2,127.1,4.0
FDE32,Fruits and Vegetables,Low Fat,20.7,0.048958,OUT018,2022,Medium,Tier 3,Supermarket Type2,37.85,4.0
NCN41,Health and Hygiene,Low Fat,17.0,0.052422,OUT018,2022,Medium,Tier 3,Supermarket Type2,123.77,4.0
NCZ18,Household,Low Fat,7.82,0.186826,OUT018,2022,Medium,Tier 3,Supermarket Type2,253.57,4.0
NCF30,Household,Low Fat,17.0,0.126758,OUT018,2022,Medium,Tier 3,Supermarket Type2,124.54,4.0
NCT06,Household,Low Fat,17.1,0.0,OUT018,2022,Medium,Tier 3,Supermarket Type2,167.08,4.0
NCJ42,Household,Low Fat,19.75,0.01436,OUT018,2022,Medium,Tier 3,Supermarket Type2,100.83,4.0
FDS03,Meat,Low Fat,7.82,0.079953,OUT018,2022,Medium,Tier 3,Supermarket Type2,62.78,4.0
FDV51,Meat,Low Fat,16.35,0.032671,OUT018,2022,Medium,Tier 3,Supermarket Type2,165.48,4.0
NCN55,Others,Low Fat,14.6,0.059733,OUT018,2022,Medium,Tier 3,Supermarket Type2,241.25,4.0
NCJ19,Others,Low Fat,18.6,0.118661,OUT018,2022,Medium,Tier 3,Supermarket Type2,58.76,4.0
FDL10,Snack Foods,Low Fat,8.4,0.039653,OUT018,2022,Medium,Tier 3,Supermarket Type2,99.5,4.0
FDX09,Snack Foods,Low Fat,9.0,0.065515,OUT018,2022,Medium,Tier 3,Supermarket Type2,178.14,4.0
FDT34,Snack Foods,Low Fat,9.3,0.175061,OUT018,2022,Medium,Tier 3,Supermarket Type2,106.8,4.0
FDK33,Snack Foods,Low Fat,17.85,0.011281,OUT018,2022,Medium,Tier 3,Supermarket Type2,213.76,4.0
DRI13,Soft Drinks,Low Fat,15.35,0.02041,OUT018,2022,Medium,Tier 3,Supermarket Type2,218.35,4.0
FDQ11,Breads,Regular,5.7,0.067977,OUT018,2022,Medium,Tier 3,Supermarket Type2,257.5,4.0
FDZ35,Breads,Regular,9.6,0.022369,OUT018,2022,Medium,Tier 3,Supermarket Type2,104.8,4.0
FDM01,Breakfast,Regular,7.9,0.094952,OUT018,2022,Medium,Tier 3,Supermarket Type2,101.13,4.0
FDN38,Canned,Regular,6.62,0.092347,OUT018,2022,Medium,Tier 3,Supermarket Type2,251.84,4.0
FDV13,Canned,Regular,17.35,0.027723,OUT018,2022,Medium,Tier 3,Supermarket Type2,89.69,4.0
FDV01,Canned,Regular,19.2,0.085297,OUT018,2022,Medium,Tier 3,Supermarket Type2,153.43,4.0
FDB38,Canned,Regular,19.5,0.027458,OUT018,2022,Medium,Tier 3,Supermarket Type2,158.79,4.0
FDW14,Dairy,Regular,8.3,0.038367,OUT018,2022,Medium,Tier 3,Supermarket Type2,87.12,4.0
FDB03,Dairy,Regular,17.75,0.157471,OUT018,2022,Medium,Tier 3,Supermarket Type2,239.15,4.0
FDT52,Frozen Foods,Regular,9.7,0.047623,OUT018,2022,Medium,Tier 3,Supermarket Type2,246.21,4.0
FDR44,Fruits and Vegetables,Regular,6.11,0.10334,OUT018,2022,Medium,Tier 3,Supermarket Type2,131.3,4.0
FDO56,Fruits and Vegetables,Regular,10.2,0.045166,OUT018,2022,Medium,Tier 3,Supermarket Type2,118.48,4.0
FDD21,Fruits and Vegetables,Regular,10.3,0.030694,OUT018,2022,Medium,Tier 3,Supermarket Type2,114.22,4.0
FDQ55,Fruits and Vegetables,Regular,13.65,0.013091,OUT018,2022,Medium,Tier 3,Supermarket Type2,114.88,4.0
FDY56,Fruits and Vegetables,Regular,16.35,0.062666,OUT018,2022,Medium,Tier 3,Supermarket Type2,225.61,4.0
FDX56,Fruits and Vegetables,Regular,17.1,0.074361,OUT018,2022,Medium,Tier 3,Supermarket Type2,206.16,4.0
FDW39,Meat,Regular,6.69,0.037061,OUT018,2022,Medium,Tier 3,Supermarket Type2,176.84,4.0
FDZ57,Snack Foods,Regular,10.0,0.037918,OUT018,2022,Medium,Tier 3,Supermarket Type2,129.7,4.0
FDO21,Snack Foods,Regular,11.6,0.009803,OUT018,2022,Medium,Tier 3,Supermarket Type2,223.04,4.0
FDY22,Snack Foods,Regular,16.5,0.160371,OUT018,2022,Medium,Tier 3,Supermarket Type2,143.91,4.0
DRK11,Hard Drinks,Low Fat,8.21,0.010808,OUT018,2022,Medium,Tier 3,Supermarket Type2,150.54,4.0
FDU23,Breads,Low Fat,10.6,0.021618,OUT027,2018,Medium,Tier 3,Supermarket Type3,167.12,4.0
DRC49,Soft Drinks,Low Fat,11.8,0.06512,OUT027,2018,Medium,Tier 3,Supermarket Type3,145.71,4.0
FDK36,Baking Goods,Low Fat,11.65,0.00718,OUT027,2018,Medium,Tier 3,Supermarket Type3,47.4,4.0
FDO24,Baking Goods,Low Fat,11.65,0.175362,OUT027,2018,Medium,Tier 3,Supermarket Type3,158.96,4.0
FDT36,Baking Goods,Low Fat,11.65,0.110736,OUT027,2018,Medium,Tier 3,Supermarket Type3,35.29,4.0
FDV36,Baking Goods,Low Fat,11.65,0.026175,OUT027,2018,Medium,Tier 3,Supermarket Type3,127.1,4.0
FDP23,Breads,Low Fat,10.6,0.035415,OUT027,2018,Medium,Tier 3,Supermarket Type3,218.22,4.0
FDU11,Breads,Low Fat,10.6,0.092145,OUT027,2018,Medium,Tier 3,Supermarket Type3,120.71,4.0
FDU35,Breads,Low Fat,10.6,0.078832,OUT027,2018,Medium,Tier 3,Supermarket Type3,98.97,4.0
FDU59,Breads,Low Fat,10.6,0.095919,OUT027,2018,Medium,Tier 3,Supermarket Type3,162.66,4.0
FDR14,Dairy,Low Fat,13.35,0.173206,OUT027,2018,Medium,Tier 3,Supermarket Type3,53.33,4.0
FDU14,Dairy,Low Fat,13.35,0.034584,OUT027,2018,Medium,Tier 3,Supermarket Type3,248.38,4.0
FDA16,Frozen Foods,Low Fat,12.85,0.033778,OUT027,2018,Medium,Tier 3,Supermarket Type3,222.85,4.0
FDF52,Frozen Foods,Low Fat,12.85,0.06646,OUT027,2018,Medium,Tier 3,Supermarket Type3,184.23,4.0
FDG29,Frozen Foods,Low Fat,12.85,0.056019,OUT027,2018,Medium,Tier 3,Supermarket Type3,40.05,4.0
FDG52,Frozen Foods,Low Fat,12.85,0.065313,OUT027,2018,Medium,Tier 3,Supermarket Type3,47.14,4.0
FDA56,Fruits and Vegetables,Low Fat,13.1,0.008722,OUT027,2018,Medium,Tier 3,Supermarket Type3,123.54,4.0
FDQ56,Fruits and Vegetables,Low Fat,13.1,0.105086,OUT027,2018,Medium,Tier 3,Supermarket Type3,82.39,4.0
FDZ20,Fruits and Vegetables,Low Fat,13.1,0.0,OUT027,2018,Medium,Tier 3,Supermarket Type3,253.04,4.0
NCO05,Health and Hygiene,Low Fat,12.15,0.046334,OUT027,2018,Medium,Tier 3,Supermarket Type3,97.24,4.0
NCT29,Health and Hygiene,Low Fat,12.15,0.0638,OUT027,2018,Medium,Tier 3,Supermarket Type3,123.04,4.0
NCJ42,Household,Low Fat,13.15,0.014232,OUT027,2018,Medium,Tier 3,Supermarket Type3,100.93,4.0
NCL30,Household,Low Fat,13.15,0.048703,OUT027,2018,Medium,Tier 3,Supermarket Type3,125.93,4.0
NCO06,Household,Low Fat,13.15,0.107507,OUT027,2018,Medium,Tier 3,Supermarket Type3,34.86,4.0
FDS39,Meat,Low Fat,12.35,0.022352,OUT027,2018,Medium,Tier 3,Supermarket Type3,143.78,4.0
NCN14,Others,Low Fat,14.5,0.091473,OUT027,2018,Medium,Tier 3,Supermarket Type3,184.66,4.0
FDH21,Seafood,Low Fat,11.65,0.031074,OUT027,2018,Medium,Tier 3,Supermarket Type3,157.56,4.0
FDC58,Snack Foods,Low Fat,13.15,0.0,OUT027,2018,Medium,Tier 3,Supermarket Type3,45.74,4.0
FDM34,Snack Foods,Low Fat,13.15,0.067121,OUT027,2018,Medium,Tier 3,Supermarket Type3,132.96,4.0
FDO34,Snack Foods,Low Fat,13.15,0.029794,OUT027,2018,Medium,Tier 3,Supermarket Type3,167.28,4.0
FDT21,Snack Foods,Low Fat,13.15,0.0,OUT027,2018,Medium,Tier 3,Supermarket Type3,248.81,4.0
DRM48,Soft Drinks,Low Fat,11.8,0.11235,OUT027,2018,Medium,Tier 3,Supermarket Type3,39.18,4.0
DRZ24,Soft Drinks,Low Fat,11.8,0.0,OUT027,2018,Medium,Tier 3,Supermarket Type3,121.04,4.0
FDQ48,Baking Goods,Regular,11.65,0.034245,OUT027,2018,Medium,Tier 3,Supermarket Type3,97.27,4.0
FDY60,Baking Goods,Regular,11.65,0.026243,OUT027,2018,Medium,Tier 3,Supermarket Type3,143.81,4.0
FDX47,Breads,Regular,10.6,0.034437,OUT027,2018,Medium,Tier 3,Supermarket Type3,156.53,4.0
FDG38,Canned,Regular,12.15,0.052474,OUT027,2018,Medium,Tier 3,Supermarket Type3,83.62,4.0
FDQ25,Canned,Regular,12.15,0.02814,OUT027,2018,Medium,Tier 3,Supermarket Type3,173.74,4.0
FDF40,Dairy,Regular,13.35,0.022403,OUT027,2018,Medium,Tier 3,Supermarket Type3,250.91,4.0
FDU50,Dairy,Regular,13.35,0.074806,OUT027,2018,Medium,Tier 3,Supermarket Type3,112.92,4.0
FDG05,Frozen Foods,Regular,12.85,0.087422,OUT027,2018,Medium,Tier 3,Supermarket Type3,154.46,4.0
FDT16,Frozen Foods,Regular,12.85,0.048427,OUT027,2018,Medium,Tier 3,Supermarket Type3,258.73,4.0
FDV04,Frozen Foods,Regular,12.85,0.149289,OUT027,2018,Medium,Tier 3,Supermarket Type3,158.43,4.0
FDY16,Frozen Foods,Regular,12.85,0.09178,OUT027,2018,Medium,Tier 3,Supermarket Type3,182.53,4.0
FDB57,Fruits and Vegetables,Regular,13.1,0.018714,OUT027,2018,Medium,Tier 3,Supermarket Type3,223.48,4.0
FDC08,Fruits and Vegetables,Regular,13.1,0.102949,OUT027,2018,Medium,Tier 3,Supermarket Type3,225.27,4.0
FDK08,Fruits and Vegetables,Regular,13.1,0.121712,OUT027,2018,Medium,Tier 3,Supermarket Type3,101.2,4.0
FDN08,Fruits and Vegetables,Regular,13.1,0.087937,OUT027,2018,Medium,Tier 3,Supermarket Type3,115.95,4.0
FDQ19,Fruits and Vegetables,Regular,13.1,0.014296,OUT027,2018,Medium,Tier 3,Supermarket Type3,242.65,4.0
FDU43,Fruits and Vegetables,Regular,13.1,0.057762,OUT027,2018,Medium,Tier 3,Supermarket Type3,237.36,4.0
FDW55,Fruits and Vegetables,Regular,13.1,0.021864,OUT027,2018,Medium,Tier 3,Supermarket Type3,247.01,4.0
FDZ31,Fruits and Vegetables,Regular,13.1,0.112669,OUT027,2018,Medium,Tier 3,Supermarket Type3,191.05,4.0
FDH31,Meat,Regular,12.35,0.020312,OUT027,2018,Medium,Tier 3,Supermarket Type3,98.1,4.0
FDO39,Meat,Regular,12.35,0.136702,OUT027,2018,Medium,Tier 3,Supermarket Type3,182.16,4.0
FDQ51,Meat,Regular,12.35,0.017466,OUT027,2018,Medium,Tier 3,Supermarket Type3,45.47,4.0
FDZ51,Meat,Regular,12.35,0.054289,OUT027,2018,Medium,Tier 3,Supermarket Type3,96.61,4.0
FDL09,Snack Foods,Regular,13.15,0.127416,OUT027,2018,Medium,Tier 3,Supermarket Type3,167.48,4.0
FDO09,Snack Foods,Regular,13.15,0.124668,OUT027,2018,Medium,Tier 3,Supermarket Type3,261.09,4.0
FDO45,Snack Foods,Regular,13.15,0.037769,OUT027,2018,Medium,Tier 3,Supermarket Type3,88.59,4.0
FDP45,Snack Foods,Regular,13.15,0.030477,OUT027,2018,Medium,Tier 3,Supermarket Type3,252.27,4.0
DRA59,Soft Drinks,Regular,11.8,0.127308,OUT027,2018,Medium,Tier 3,Supermarket Type3,186.69,4.0
FDB23,Starchy Foods,Regular,13.18,0.005562,OUT027,2018,Medium,Tier 3,Supermarket Type3,224.01,4.0
FDE11,Starchy Foods,Regular,13.18,0.134442,OUT027,2018,Medium,Tier 3,Supermarket Type3,183.99,4.0
FDU02,Dairy,Low Fat,13.35,0.102492,OUT035,2017,Small,Tier 2,Supermarket Type1,230.54,3.9
NCB30,Household,Low Fat,14.6,0.025698,OUT035,2017,Small,Tier 2,Supermarket Type1,196.51,3.9
FDC37,Baking Goods,Low Fat,11.65,0.057557,OUT019,2018,Small,Tier 1,Grocery Store,107.69,3.9
DRH01,Soft Drinks,Low Fat,17.5,0.097904,OUT046,2016,Small,Tier 1,Supermarket Type1,174.87,3.9
FDV20,Fruits and Vegetables,Regular,13.1,0.059512,OUT027,2018,Medium,Tier 3,Supermarket Type3,128.07,3.9
FDM39,Dairy,Low Fat,6.42,0.089499,OUT010,2011,Small,Tier 3,Grocery Store,178.1,3.9
NCP05,Health and Hygiene,Low Fat,19.6,0.0,OUT045,2015,Small,Tier 2,Supermarket Type1,153.3,3.9
NCX54,Household,Low Fat,9.2,0.048157,OUT045,2015,Small,Tier 2,Supermarket Type1,106.16,3.9
FDH19,Meat,Low Fat,19.35,0.033082,OUT035,2017,Small,Tier 2,Supermarket Type1,172.57,3.9
FDV25,Canned,Low Fat,5.9,0.0,OUT045,2015,Small,Tier 2,Supermarket Type1,222.55,3.9
FDD58,Snack Foods,Low Fat,7.76,0.059352,OUT046,2016,Small,Tier 1,Supermarket Type1,101.87,3.9
FDV45,Snack Foods,Low Fat,16.75,0.045231,OUT018,2022,Medium,Tier 3,Supermarket Type2,187.96,3.9
FDL40,Frozen Foods,Low Fat,17.7,0.011611,OUT035,2017,Small,Tier 2,Supermarket Type1,95.04,3.9
FDX44,Fruits and Vegetables,Low Fat,9.3,0.04321,OUT017,2020,Small,Tier 2,Supermarket Type1,90.82,3.9
NCC30,Household,Low Fat,16.6,0.027622,OUT049,2012,Medium,Tier 1,Supermarket Type1,177.63,3.9
FDS31,Fruits and Vegetables,Regular,13.1,0.044156,OUT013,2014,High,Tier 3,Supermarket Type1,178.83,3.9
FDV39,Meat,Low Fat,11.3,0.007295,OUT045,2015,Small,Tier 2,Supermarket Type1,198.14,3.9
DRF36,Soft Drinks,Low Fat,16.1,0.023625,OUT045,2015,Small,Tier 2,Supermarket Type1,189.38,3.9
FDZ10,Snack Foods,Low Fat,13.15,0.044248,OUT027,2018,Medium,Tier 3,Supermarket Type3,126.2,3.9
FDK36,Baking Goods,Low Fat,7.09,0.007214,OUT035,2017,Small,Tier 2,Supermarket Type1,47.9,3.9
FDV20,Fruits and Vegetables,Regular,13.1,0.104705,OUT019,2018,Small,Tier 1,Grocery Store,125.27,3.9
NCJ29,Health and Hygiene,Low Fat,10.6,0.035264,OUT045,2015,Small,Tier 2,Supermarket Type1,86.12,3.9
FDW07,Fruits and Vegetables,Regular,18.0,0.142978,OUT045,2015,Small,Tier 2,Supermarket Type1,87.45,3.9
NCR05,Health and Hygiene,Low Fat,10.1,0.054631,OUT046,2016,Small,Tier 1,Supermarket Type1,200.21,3.9
FDW28,Frozen Foods,Low Fat,18.25,0.0,OUT046,2016,Small,Tier 1,Supermarket Type1,196.85,3.9
FDP32,Fruits and Vegetables,Low Fat,6.65,0.087653,OUT035,2017,Small,Tier 2,Supermarket Type1,128.87,3.9
FDU04,Frozen Foods,Low Fat,7.93,0.0,OUT018,2022,Medium,Tier 3,Supermarket Type2,123.24,3.9
FDT01,Canned,Regular,13.65,0.184541,OUT045,2015,Medium,Tier 2,Supermarket Type1,211.59,3.9
NCR38,Household,Low Fat,17.25,0.114161,OUT017,2020,Medium,Tier 2,Supermarket Type1,253.17,3.9
FDF14,Canned,Low Fat,7.55,0.027212,OUT049,2012,Medium,Tier 1,Supermarket Type1,152.73,3.9
FDX57,Snack Foods,Regular,17.25,0.079114,OUT010,2011,Medium,Tier 3,Grocery Store,99.21,3.9
DRI39,Dairy,Low Fat,13.8,0.162462,OUT010,2011,Medium,Tier 3,Grocery Store,55.89,3.9
FDU11,Breads,Low Fat,4.78,0.092781,OUT045,2015,Medium,Tier 2,Supermarket Type1,119.71,3.9
NCP50,Others,Low Fat,17.35,0.020543,OUT013,2014,High,Tier 3,Supermarket Type1,80.56,3.9
FDT10,Snack Foods,Regular,16.7,0.062045,OUT046,2016,Small,Tier 1,Supermarket Type1,57.46,3.9
FDX26,Dairy,Low Fat,17.7,0.146973,OUT010,2011,Medium,Tier 3,Grocery Store,184.13,3.9
FDY27,Dairy,Low Fat,6.38,0.032028,OUT018,2022,Medium,Tier 3,Supermarket Type2,178.33,3.9
FDL32,Fruits and Vegetables,Regular,15.7,0.122657,OUT049,2012,Medium,Tier 1,Supermarket Type1,110.15,3.9
FDR27,Meat,Regular,15.1,0.096644,OUT017,2020,Medium,Tier 2,Supermarket Type1,131.99,3.9
FDX39,Meat,Regular,14.3,0.049753,OUT049,2012,Medium,Tier 1,Supermarket Type1,210.36,3.9
FDF21,Fruits and Vegetables,Regular,10.3,0.098465,OUT010,2011,Medium,Tier 3,Grocery Store,188.65,3.9
